Gender,University_Ranking,Updated_University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Job_Offers,Current_Job_Level,Job_Status
Female,365,8.5,Computer Science,3,2,1,8,2,Mid,No
Male,950,9.5,Medicine,0,6,1,5,2,Mid,Yes
Male,795,8.5,Arts,0,5,5,1,5,Entry,No
Male,335,7.0,Computer Science,1,8,0,6,4,Mid,No
Male,652,8.5,Business,0,3,4,3,2,Entry,No
Male,751,8.5,Business,1,2,3,5,2,Mid,No
Female,590,9.5,Computer Science,1,6,3,9,5,Entry,Yes
Male,199,9.5,Mathematics,0,5,4,7,5,Senior,No
Female,17,9.5,Business,1,4,4,8,4,Senior,No
Female,218,9.5,Computer Science,4,9,3,6,1,Mid,Yes
Male,741,7.0,Engineering,1,6,1,9,4,Entry,Yes
Female,852,9.5,Computer Science,4,4,1,3,4,Senior,Yes
Male,650,9.5,Engineering,4,8,5,1,0,Senior,Yes
Female,147,9.5,Mathematics,4,3,0,10,2,Mid,Yes
Male,210,8.5,Arts,2,0,4,4,2,Executive,No
Male,670,9.5,Arts,2,9,1,8,1,Entry,Yes
Male,414,9.5,Business,1,4,1,6,4,Mid,No
Female,665,7.0,Law,0,0,0,7,3,Mid,No
Female,856,9.5,Law,1,0,4,9,1,Entry,Yes
Male,330,9.5,Computer Science,2,0,0,2,1,Mid,No
Female,895,7.0,Mathematics,3,0,0,7,2,Mid,No
Female,962,7.0,Engineering,3,7,3,4,2,Entry,Yes
Female,870,9.5,Arts,1,1,0,7,2,Mid,No
Female,352,8.5,Mathematics,2,8,4,8,2,Entry,No
Female,163,9.5,Arts,4,6,1,2,1,Mid,Yes
Female,819,9.5,Arts,2,2,1,7,5,Mid,No
Female,101,8.5,Business,1,8,3,8,4,Entry,No
Male,327,9.5,Arts,2,3,4,1,5,Mid,No
Male,327,9.5,Law,3,6,1,10,5,Entry,Yes
Male,155,9.5,Medicine,4,2,0,5,2,Mid,Yes
Female,10,9.5,Business,1,4,2,9,0,Entry,Yes
Female,353,9.5,Computer Science,1,3,2,2,1,Entry,No
Male,939,7.0,Medicine,0,5,2,6,3,Entry,No
Female,183,7.0,Business,4,8,2,2,3,Senior,Yes
Male,455,7.0,Mathematics,1,4,0,3,4,Entry,No
Male,646,8.5,Business,2,0,1,6,1,Entry,No
Other,6,9.5,Engineering,2,4,3,5,1,Entry,No
Male,333,8.5,Medicine,2,4,0,4,1,Entry,No
Male,944,9.5,Medicine,2,8,1,7,5,Entry,Yes
Female,333,8.5,Law,1,7,4,3,0,Entry,No
Female,258,8.5,Medicine,3,4,1,10,0,Entry,Yes
Male,211,9.5,Arts,4,4,1,7,5,Entry,Yes
Female,51,8.5,Law,2,1,1,9,2,Entry,No
Female,445,9.5,Mathematics,1,8,0,2,5,Entry,Yes
Male,659,7.0,Arts,1,3,1,5,3,Mid,No
Male,377,9.5,Law,2,6,1,1,5,Mid,Yes
Female,640,9.5,Computer Science,0,9,4,7,0,Mid,Yes
Male,486,9.5,Mathematics,1,5,4,2,3,Mid,No
Female,770,7.0,Law,4,4,2,5,5,Entry,No
Female,51,8.5,Computer Science,4,4,5,1,1,Mid,No
Other,154,9.5,Law,0,6,0,1,0,Senior,Yes
Male,582,9.5,Computer Science,1,1,1,4,3,Mid,No
Other,788,7.0,Arts,0,8,2,7,0,Entry,No
Male,791,8.5,Mathematics,1,1,2,7,1,Mid,No
Male,310,8.5,Mathematics,1,8,0,8,1,Mid,No
Male,399,7.0,Law,0,3,5,9,1,Entry,No
Male,134,9.5,Engineering,3,9,2,4,2,Mid,Yes
Female,220,7.0,Law,2,9,2,2,5,Mid,No
Male,163,8.5,Computer Science,2,5,0,10,3,Entry,No
Male,971,9.5,Mathematics,2,0,3,10,2,Entry,Yes
Female,648,8.5,Business,0,4,2,3,4,Senior,No
Male,569,9.5,Arts,1,5,4,9,4,Mid,Yes
Female,502,9.5,Engineering,1,8,2,8,0,Entry,Yes
Male,946,7.0,Business,4,8,0,6,0,Mid,Yes
Female,689,9.5,Business,1,8,0,3,0,Senior,Yes
Female,115,7.0,Arts,3,2,5,10,2,Senior,Yes
Male,499,8.5,Law,2,3,3,8,5,Entry,No
Male,472,7.0,Medicine,3,7,3,2,1,Mid,Yes
Male,149,7.0,Engineering,2,7,5,4,0,Mid,No
Female,241,8.5,Law,0,1,5,4,0,Mid,No
Male,123,8.5,Arts,3,7,4,9,5,Mid,Yes
Male,804,9.5,Medicine,1,6,4,8,4,Entry,Yes
Male,839,9.5,Arts,2,8,2,7,1,Senior,Yes
Male,69,9.5,Arts,4,4,3,4,2,Senior,Yes
Female,826,9.5,Business,3,1,4,7,5,Entry,Yes
Female,63,7.0,Mathematics,0,4,2,1,1,Entry,No
Male,733,8.5,Law,4,1,1,8,4,Mid,No
Male,16,8.5,Arts,0,4,2,8,2,Entry,No
Female,390,8.5,Law,2,8,4,9,3,Mid,Yes
Female,590,9.5,Medicine,3,6,2,9,0,Entry,Yes
Male,634,9.5,Business,0,6,1,1,2,Entry,Yes
Male,948,8.5,Medicine,4,0,4,10,4,Senior,Yes
Male,258,7.0,Medicine,4,8,2,7,1,Mid,Yes
Female,217,7.0,Business,1,5,4,1,2,Entry,No
Male,479,7.0,Law,0,6,5,6,4,Mid,No
Female,114,7.0,Medicine,3,1,5,5,5,Mid,No
Female,882,9.5,Computer Science,3,0,2,2,2,Entry,Yes
Female,973,7.0,Law,1,3,0,3,0,Executive,No
Male,380,9.5,Mathematics,4,8,4,8,5,Entry,Yes
Male,658,8.5,Mathematics,0,8,4,2,1,Senior,No
Male,977,7.0,Arts,4,2,5,4,5,Entry,No
Male,237,9.5,Business,0,0,5,3,1,Mid,No
Female,476,9.5,Mathematics,0,1,4,7,2,Mid,No
Other,972,7.0,Business,0,8,4,8,5,Executive,No
Female,931,9.5,Law,4,8,5,4,4,Entry,Yes
Female,598,7.0,Computer Science,4,0,2,6,0,Entry,No
Male,679,7.0,Computer Science,4,8,3,3,0,Senior,Yes
Male,129,9.5,Computer Science,2,0,2,7,2,Entry,No
Male,510,9.5,Computer Science,4,9,1,8,3,Senior,Yes
Female,165,8.5,Engineering,1,3,0,7,5,Entry,No
Female,277,7.0,Business,2,4,2,4,2,Mid,No
Female,257,9.5,Medicine,0,7,2,10,5,Mid,Yes
Male,132,8.5,Business,3,4,4,9,0,Entry,Yes
Male,992,7.0,Mathematics,2,4,1,10,5,Senior,No
Female,570,9.5,Business,2,3,4,8,1,Mid,No
Male,257,9.5,Business,0,8,5,6,2,Entry,Yes
Female,141,7.0,Computer Science,4,7,4,2,2,Entry,Yes
Female,686,9.5,Computer Science,4,8,3,10,1,Entry,Yes
Female,687,9.5,Engineering,2,6,0,7,5,Mid,Yes
Male,209,8.5,Law,4,6,3,9,2,Entry,Yes
Male,716,9.5,Business,2,4,4,9,4,Entry,Yes
Male,519,9.5,Arts,3,9,0,9,1,Senior,Yes
Male,51,7.0,Law,3,0,2,9,1,Entry,Yes
Male,503,7.0,Mathematics,0,5,1,6,5,Senior,No
Female,259,9.5,Engineering,1,9,3,1,1,Executive,Yes
Female,178,9.5,Mathematics,1,5,1,6,0,Senior,No
Male,922,8.5,Computer Science,4,9,4,5,2,Entry,Yes
Male,543,9.5,Mathematics,1,3,0,7,3,Senior,No
Male,356,9.5,Business,3,1,5,8,2,Entry,Yes
Male,318,9.5,Computer Science,0,0,2,1,2,Entry,No
Female,666,9.5,Law,3,2,0,10,0,Executive,Yes
Male,963,8.5,Medicine,2,8,5,4,4,Entry,No
Male,364,8.5,Computer Science,4,0,1,4,4,Mid,No
Male,55,9.5,Computer Science,4,4,1,1,0,Entry,Yes
Female,156,8.5,Engineering,1,9,2,4,0,Entry,No
Female,44,9.5,Medicine,2,5,5,7,0,Mid,No
Male,593,8.5,Law,1,8,5,6,2,Senior,No
Female,678,7.0,Arts,1,0,2,4,0,Entry,No
Female,542,8.5,Arts,1,4,0,2,3,Entry,No
Female,322,9.5,Arts,2,0,3,7,1,Entry,No
Male,648,9.5,Business,1,1,0,8,4,Entry,No
Female,14,8.5,Arts,4,1,1,9,5,Entry,Yes
Female,357,7.0,Business,1,4,0,9,3,Entry,No
Female,483,8.5,Law,2,9,4,4,5,Mid,No
Female,618,9.5,Law,2,3,0,3,4,Entry,No
Female,359,8.5,Computer Science,3,5,0,5,2,Mid,No
Male,318,9.5,Arts,1,4,5,6,2,Entry,No
Female,75,9.5,Engineering,2,1,4,8,0,Senior,No
Female,959,7.0,Law,1,8,1,3,4,Entry,No
Female,591,9.5,Medicine,0,9,2,6,2,Entry,Yes
Male,194,7.0,Medicine,4,7,0,5,2,Senior,Yes
Female,997,9.5,Law,4,8,3,7,5,Entry,Yes
Female,363,7.0,Computer Science,1,5,5,9,5,Senior,No
Male,96,7.0,Mathematics,4,4,5,7,4,Entry,No
Female,40,9.5,Medicine,4,4,2,6,2,Mid,Yes
Female,768,9.5,Medicine,0,1,3,9,0,Entry,Yes
Female,397,9.5,Mathematics,4,3,0,10,2,Mid,Yes
Male,107,9.5,Computer Science,4,1,3,4,3,Entry,Yes
Male,17,9.5,Mathematics,2,1,5,1,3,Entry,No
Female,527,8.5,Computer Science,4,7,2,8,0,Mid,Yes
Male,929,9.5,Computer Science,1,3,3,6,3,Entry,No
Female,784,9.5,Engineering,4,3,3,6,5,Mid,Yes
Female,499,8.5,Computer Science,1,6,2,5,2,Mid,No
Female,525,9.5,Computer Science,4,3,2,10,3,Mid,Yes
Male,759,9.5,Computer Science,1,8,2,3,3,Entry,Yes
Female,726,7.0,Law,4,8,5,6,2,Entry,Yes
Male,663,9.5,Arts,1,2,2,1,4,Mid,No
Male,804,7.0,Law,4,5,4,7,0,Senior,No
Male,43,8.5,Arts,0,6,0,6,4,Mid,No
Male,946,8.5,Engineering,2,2,5,5,4,Mid,No
Other,626,9.5,Engineering,2,3,2,3,3,Mid,No
Other,842,7.0,Medicine,2,0,1,8,1,Mid,No
Male,593,9.5,Mathematics,2,8,3,4,4,Executive,Yes
Female,350,9.5,Mathematics,0,6,2,9,2,Entry,Yes
Male,653,9.5,Law,0,9,2,9,2,Entry,Yes
Female,30,8.5,Arts,4,6,0,5,2,Executive,Yes
Female,441,9.5,Engineering,0,8,2,7,1,Entry,Yes
Female,542,9.5,Engineering,2,5,5,6,1,Mid,No
Male,455,9.5,Law,3,7,4,6,5,Mid,Yes
Female,778,9.5,Medicine,4,4,1,4,0,Mid,Yes
Male,611,9.5,Computer Science,1,7,1,10,1,Mid,Yes
Other,962,9.5,Business,2,9,2,8,0,Entry,Yes
Male,94,8.5,Medicine,2,0,0,10,5,Mid,No
Female,723,8.5,Mathematics,2,2,5,3,2,Mid,No
Female,295,7.0,Mathematics,0,3,5,5,1,Senior,No
Female,549,8.5,Business,1,8,2,1,3,Entry,No
Male,899,9.5,Medicine,4,7,3,1,5,Entry,Yes
Female,89,9.5,Medicine,2,7,5,9,3,Entry,Yes
Male,930,9.5,Computer Science,1,1,5,4,3,Mid,No
Female,503,9.5,Engineering,3,6,5,9,1,Entry,Yes
Male,767,9.5,Arts,0,2,1,7,1,Entry,No
Male,214,7.0,Medicine,2,5,5,10,1,Entry,No
Female,422,9.5,Computer Science,1,3,3,8,3,Senior,No
Male,526,7.0,Mathematics,1,5,4,9,2,Entry,No
Male,192,8.5,Business,2,3,1,1,4,Entry,No
Male,807,9.5,Law,1,2,1,7,2,Mid,No
Male,694,8.5,Mathematics,1,1,4,8,1,Entry,No
Female,642,7.0,Law,4,3,3,2,4,Entry,No
Female,224,9.5,Engineering,0,9,2,10,5,Mid,Yes
Male,555,8.5,Law,4,1,0,9,4,Mid,Yes
Male,693,7.0,Medicine,0,6,3,1,2,Mid,No
Male,387,7.0,Business,0,0,4,3,3,Entry,No
Male,681,8.5,Medicine,4,0,5,9,0,Entry,Yes
Female,776,7.0,Law,2,4,5,1,3,Senior,No
Female,474,9.5,Arts,1,6,4,4,3,Entry,Yes
Male,608,8.5,Mathematics,3,0,5,10,4,Mid,Yes
Male,203,9.5,Law,4,3,4,6,1,Senior,Yes
Male,447,7.0,Arts,4,4,1,6,1,Entry,No
Female,833,8.5,Law,2,1,2,4,4,Entry,No
Other,847,9.5,Engineering,1,6,1,10,3,Mid,Yes
Male,900,9.5,Business,4,3,1,10,2,Entry,Yes
Male,68,9.5,Arts,3,7,1,10,5,Senior,Yes
Female,92,9.5,Computer Science,1,0,4,10,0,Entry,Yes
Female,778,7.0,Engineering,4,9,3,1,3,Entry,Yes
Male,843,8.5,Medicine,4,0,0,5,3,Senior,No
Male,178,9.5,Law,0,0,0,5,0,Entry,No
Male,663,7.0,Business,0,3,2,3,2,Senior,No
Female,829,7.0,Business,4,0,2,3,0,Entry,No
Male,559,7.0,Law,2,4,4,4,4,Senior,No
Male,3,9.5,Computer Science,0,5,0,3,0,Entry,No
Female,999,8.5,Mathematics,4,6,3,3,0,Entry,Yes
Male,103,7.0,Mathematics,1,7,4,3,3,Entry,No
Female,273,8.5,Arts,3,7,2,7,3,Entry,Yes
Male,534,9.5,Law,0,1,4,9,1,Entry,Yes
Male,116,8.5,Business,4,3,2,1,0,Entry,No
Female,859,8.5,Computer Science,0,6,0,8,4,Mid,No
Male,912,9.5,Mathematics,1,8,4,10,1,Senior,Yes
Other,464,9.5,Computer Science,2,8,1,1,5,Senior,Yes
Female,104,9.5,Mathematics,4,2,5,9,0,Mid,Yes
Male,259,9.5,Medicine,1,6,2,8,3,Entry,Yes
Female,308,8.5,Computer Science,3,3,1,6,4,Entry,No
Male,367,8.5,Engineering,4,8,2,6,2,Entry,Yes
Female,929,8.5,Business,3,6,1,10,1,Entry,Yes
Male,810,9.5,Engineering,2,5,0,7,3,Mid,No
Female,642,8.5,Mathematics,4,8,0,8,2,Mid,Yes
Male,807,9.5,Computer Science,4,6,3,7,0,Senior,Yes
Male,302,9.5,Computer Science,1,7,3,1,4,Senior,Yes
Female,560,7.0,Engineering,0,4,3,10,3,Mid,No
Female,27,7.0,Medicine,4,3,4,4,3,Executive,No
Male,508,7.0,Computer Science,2,0,2,4,4,Entry,No
Male,527,8.5,Engineering,4,7,4,9,3,Senior,Yes
Female,775,7.0,Engineering,4,5,3,9,3,Entry,Yes
Female,365,9.5,Business,4,3,2,3,0,Entry,Yes
Male,953,7.0,Medicine,4,2,4,9,1,Mid,Yes
Male,298,8.5,Arts,2,4,0,5,2,Entry,No
Male,777,7.0,Engineering,1,3,2,6,5,Entry,No
Female,361,9.5,Business,0,6,3,7,4,Entry,Yes
Male,646,9.5,Arts,2,5,0,3,2,Mid,No
Male,504,9.5,Business,2,2,2,4,4,Senior,No
Female,953,9.5,Business,3,9,4,5,5,Entry,Yes
Male,588,8.5,Law,0,0,5,1,4,Executive,No
Female,30,7.0,Medicine,1,6,5,8,3,Senior,No
Male,439,7.0,Computer Science,1,4,3,7,5,Entry,No
Male,340,7.0,Medicine,3,0,4,2,5,Mid,No
Male,126,9.5,Arts,3,0,0,7,0,Executive,Yes
Female,596,7.0,Law,2,5,0,9,4,Senior,No
Male,566,7.0,Medicine,1,3,0,5,5,Entry,No
Female,366,9.5,Computer Science,1,7,2,6,2,Entry,Yes
Female,795,9.5,Medicine,1,1,3,5,1,Senior,No
Female,852,9.5,Medicine,2,3,5,1,2,Mid,No
Male,443,8.5,Medicine,1,7,0,6,5,Entry,No
Male,263,9.5,Engineering,4,7,4,7,0,Entry,Yes
Male,936,9.5,Engineering,3,4,3,5,1,Mid,Yes
Male,872,7.0,Medicine,3,2,5,3,3,Entry,No
Male,222,9.5,Computer Science,3,3,4,6,2,Mid,Yes
Female,840,9.5,Mathematics,3,2,4,7,2,Mid,Yes
Male,2,7.0,Computer Science,4,1,0,10,5,Entry,Yes
Male,910,8.5,Computer Science,0,3,3,10,4,Entry,No
Male,394,8.5,Computer Science,1,8,1,9,4,Senior,Yes
Female,306,7.0,Law,3,5,2,7,1,Mid,No
Male,146,9.5,Law,1,3,1,3,3,Mid,No
Female,530,8.5,Business,1,0,2,1,4,Mid,No
Male,528,9.5,Medicine,4,6,3,7,5,Entry,Yes
Female,308,9.5,Mathematics,1,1,5,8,2,Mid,No
Female,965,9.5,Mathematics,3,5,0,1,1,Mid,Yes
Male,948,7.0,Medicine,1,9,3,5,4,Entry,No
Male,671,7.0,Business,4,0,1,8,4,Entry,No
Male,997,7.0,Computer Science,3,6,4,10,0,Entry,Yes
Male,340,7.0,Arts,4,3,2,7,1,Entry,No
Female,919,8.5,Arts,2,2,2,2,1,Executive,No
Female,352,9.5,Business,0,9,1,4,5,Entry,Yes
Female,810,8.5,Mathematics,1,6,0,6,3,Entry,No
Female,209,9.5,Arts,1,2,3,7,4,Senior,No
Male,958,8.5,Engineering,1,7,1,7,1,Mid,No
Male,205,9.5,Medicine,2,3,3,3,5,Mid,No
Female,625,9.5,Arts,0,2,0,8,3,Mid,No
Male,690,7.0,Law,4,6,4,7,4,Entry,Yes
Female,973,9.5,Law,2,6,3,4,2,Senior,Yes
Male,721,9.5,Mathematics,2,8,0,10,0,Entry,Yes
Male,636,9.5,Mathematics,3,9,1,4,3,Entry,Yes
Other,15,9.5,Engineering,2,6,5,4,0,Entry,Yes
Male,858,8.5,Medicine,2,5,4,5,2,Mid,No
Other,428,7.0,Engineering,1,2,4,2,1,Entry,No
Other,476,7.0,Medicine,3,3,4,9,4,Entry,Yes
Female,298,9.5,Medicine,4,7,2,6,1,Entry,Yes
Female,557,9.5,Mathematics,0,5,5,8,0,Entry,No
Female,94,9.5,Arts,4,8,0,1,1,Entry,Yes
Female,107,8.5,Law,3,7,3,6,1,Entry,Yes
Male,419,9.5,Business,1,7,1,6,3,Entry,Yes
Male,278,9.5,Arts,0,9,4,8,5,Entry,Yes
Female,128,8.5,Mathematics,4,9,4,1,3,Entry,Yes
Male,970,7.0,Computer Science,0,6,4,5,2,Mid,No
Male,459,7.0,Engineering,0,9,0,3,3,Entry,No
Male,38,9.5,Mathematics,0,0,1,6,3,Entry,No
Female,609,9.5,Computer Science,2,4,0,9,3,Senior,Yes
Female,198,8.5,Medicine,3,6,1,10,3,Executive,Yes
Male,704,8.5,Mathematics,3,9,3,3,5,Mid,Yes
Female,357,9.5,Arts,1,8,2,9,2,Entry,Yes
Female,7,9.5,Computer Science,4,3,1,9,3,Mid,Yes
Female,556,9.5,Computer Science,1,7,5,1,3,Entry,Yes
Female,332,9.5,Law,4,0,0,2,0,Entry,Yes
Female,519,7.0,Mathematics,0,3,0,4,3,Entry,No
Male,194,9.5,Computer Science,4,3,0,7,2,Executive,Yes
Female,316,7.0,Law,4,1,2,2,5,Mid,No
Male,1,9.5,Law,0,2,1,7,2,Entry,No
Female,62,8.5,Medicine,1,2,1,5,1,Senior,No
Other,343,9.5,Law,4,8,1,10,3,Entry,Yes
Male,601,8.5,Medicine,1,6,1,7,4,Entry,No
Male,18,9.5,Law,1,1,4,9,1,Mid,Yes
Female,620,8.5,Law,3,8,4,9,2,Mid,Yes
Male,647,8.5,Mathematics,0,7,5,3,1,Entry,No
Female,371,9.5,Mathematics,0,5,0,3,4,Entry,No
Male,822,7.0,Medicine,2,5,4,7,0,Entry,No
Male,579,9.5,Computer Science,1,1,1,5,4,Mid,No
Other,605,9.5,Engineering,2,2,1,5,5,Entry,No
Female,650,9.5,Arts,0,5,4,5,5,Mid,No
Female,701,9.5,Arts,0,2,3,9,1,Entry,Yes
Male,571,9.5,Medicine,2,6,5,4,3,Entry,Yes
Female,699,9.5,Computer Science,0,4,0,6,0,Entry,No
Female,235,9.5,Mathematics,0,3,2,6,5,Executive,No
Female,69,7.0,Mathematics,3,7,5,7,4,Mid,Yes
Female,447,7.0,Engineering,4,1,0,2,3,Mid,No
Female,610,9.5,Business,3,2,0,6,4,Mid,Yes
Male,8,8.5,Mathematics,4,9,0,9,2,Executive,Yes
Male,462,8.5,Medicine,3,3,5,3,3,Entry,No
Female,1000,8.5,Business,3,9,5,2,2,Mid,Yes
Male,311,8.5,Arts,1,5,4,8,0,Mid,No
Female,134,9.5,Arts,2,4,0,1,0,Mid,No
Male,385,9.5,Mathematics,3,4,1,8,0,Senior,Yes
Female,56,9.5,Engineering,1,6,0,5,0,Mid,Yes
Female,993,9.5,Engineering,3,7,1,9,2,Senior,Yes
Male,360,8.5,Business,2,5,4,9,2,Entry,No
Male,971,8.5,Mathematics,1,2,4,4,5,Entry,No
Male,114,8.5,Arts,4,3,0,1,1,Entry,No
Female,88,9.5,Engineering,2,0,5,5,1,Senior,No
Female,138,7.0,Engineering,0,4,1,7,2,Entry,No
Male,108,7.0,Arts,1,9,1,9,0,Mid,Yes
Female,500,9.5,Mathematics,0,7,1,10,1,Entry,Yes
Male,535,9.5,Arts,1,2,1,9,3,Senior,Yes
Male,144,7.0,Computer Science,4,9,2,9,2,Entry,Yes
Female,869,7.0,Law,1,3,4,6,3,Mid,No
Male,656,9.5,Engineering,3,3,1,2,0,Mid,Yes
Male,56,9.5,Business,0,5,2,5,5,Entry,No
Male,620,8.5,Mathematics,0,8,2,3,2,Mid,No
Male,863,8.5,Medicine,1,9,4,6,1,Entry,No
Male,6,9.5,Medicine,3,2,3,5,5,Senior,Yes
Male,542,9.5,Arts,3,3,0,10,1,Entry,Yes
Female,447,9.5,Law,1,5,4,1,3,Mid,No
Male,997,9.5,Mathematics,2,5,3,10,2,Entry,Yes
Female,385,9.5,Mathematics,4,6,5,10,5,Entry,Yes
Male,307,8.5,Business,1,0,0,2,0,Entry,No
Male,874,7.0,Computer Science,3,8,0,5,4,Mid,Yes
Female,857,9.5,Engineering,4,1,0,6,4,Mid,Yes
Other,639,9.5,Computer Science,1,3,2,1,5,Entry,No
Male,302,9.5,Mathematics,4,2,1,7,0,Senior,Yes
Female,633,7.0,Business,2,2,0,3,1,Entry,No
Female,405,9.5,Computer Science,3,4,1,1,4,Entry,Yes
Female,611,8.5,Arts,2,6,0,7,0,Entry,No
Female,678,9.5,Medicine,2,6,2,7,5,Entry,Yes
Male,837,7.0,Arts,3,6,5,10,5,Entry,Yes
Male,831,9.5,Engineering,2,2,0,3,5,Entry,No
Female,753,9.5,Arts,1,8,4,6,3,Entry,Yes
Male,562,8.5,Business,1,5,3,4,1,Senior,No
Female,780,7.0,Mathematics,4,9,0,4,0,Entry,Yes
Male,837,9.5,Business,1,7,3,9,5,Entry,Yes
Male,510,9.5,Engineering,1,0,3,7,3,Entry,No
Female,73,8.5,Engineering,4,3,2,6,2,Entry,No
Male,812,8.5,Medicine,0,6,5,9,4,Entry,Yes
Female,564,8.5,Computer Science,3,8,3,3,4,Mid,Yes
Female,265,9.5,Medicine,1,2,2,4,4,Mid,No
Female,227,8.5,Arts,4,5,5,9,0,Entry,Yes
Female,193,7.0,Computer Science,2,7,0,4,2,Entry,No
Female,374,9.5,Engineering,2,2,1,7,0,Mid,No
Female,751,9.5,Business,1,5,2,9,5,Mid,Yes
Female,10,7.0,Arts,3,8,3,4,0,Entry,Yes
Male,302,9.5,Medicine,4,8,3,9,2,Entry,Yes
Male,359,9.5,Mathematics,4,5,0,7,5,Mid,Yes
Male,740,9.5,Law,4,4,2,4,5,Mid,Yes
Male,954,8.5,Law,4,0,0,3,3,Senior,No
Female,805,9.5,Engineering,4,2,2,6,5,Entry,Yes
Female,52,7.0,Mathematics,3,2,1,3,1,Mid,No
Female,752,8.5,Computer Science,4,3,4,7,4,Entry,No
Male,99,7.0,Law,3,4,0,1,2,Mid,No
Female,593,9.5,Computer Science,3,7,3,7,3,Entry,Yes
Male,13,9.5,Business,3,8,0,3,5,Entry,Yes
Female,390,9.5,Engineering,2,6,2,9,2,Mid,Yes
Female,954,7.0,Engineering,0,9,0,6,1,Mid,No
Male,357,9.5,Arts,1,5,1,7,2,Entry,No
Male,640,9.5,Arts,2,2,2,9,2,Mid,Yes
Male,816,8.5,Mathematics,0,8,5,6,3,Entry,No
Female,928,9.5,Computer Science,2,9,3,10,4,Mid,Yes
Female,11,8.5,Law,3,0,3,2,4,Entry,No
Female,81,9.5,Law,3,8,2,6,3,Mid,Yes
Male,261,7.0,Medicine,4,2,5,6,3,Mid,No
Male,6,9.5,Computer Science,3,8,1,2,0,Entry,Yes
Female,458,9.5,Law,2,9,0,7,0,Entry,Yes
Female,373,9.5,Arts,1,0,4,9,1,Entry,Yes
Male,481,8.5,Arts,3,7,3,10,0,Entry,Yes
Male,222,8.5,Arts,0,5,1,4,0,Entry,No
Female,917,7.0,Computer Science,2,8,1,5,2,Executive,No
Male,810,9.5,Engineering,0,3,1,6,2,Senior,No
Male,81,9.5,Mathematics,4,4,0,1,3,Mid,Yes
Male,923,8.5,Medicine,4,5,1,8,5,Entry,No
Female,515,7.0,Medicine,1,8,1,9,4,Senior,Yes
Female,60,9.5,Arts,2,5,2,1,1,Mid,No
Female,221,9.5,Business,1,8,2,4,0,Entry,Yes
Female,962,8.5,Computer Science,0,1,1,6,2,Entry,No
Female,349,8.5,Law,1,3,1,10,4,Mid,No
Male,561,8.5,Law,0,2,2,1,0,Entry,No
Female,228,9.5,Mathematics,1,3,0,3,5,Entry,No
Male,290,9.5,Engineering,4,0,2,7,4,Entry,Yes
Female,293,9.5,Arts,2,1,2,8,2,Entry,No
Male,810,8.5,Business,1,3,2,8,3,Entry,No
Male,193,9.5,Arts,0,9,2,5,5,Entry,Yes
Male,956,8.5,Business,2,3,4,1,5,Senior,No
Male,474,8.5,Medicine,4,4,3,1,0,Mid,No
Male,257,9.5,Business,4,8,0,8,0,Entry,Yes
Male,955,8.5,Medicine,3,0,5,5,1,Entry,No
Other,506,8.5,Medicine,2,7,0,9,0,Mid,Yes
Male,388,9.5,Computer Science,1,2,1,1,2,Entry,No
Female,615,7.0,Mathematics,4,8,4,2,4,Entry,Yes
Female,398,9.5,Business,1,7,1,4,5,Mid,Yes
Other,366,9.5,Engineering,1,7,0,10,4,Entry,Yes
Female,658,9.5,Engineering,0,8,0,7,3,Entry,Yes
Female,290,7.0,Business,1,3,5,4,5,Senior,No
Male,769,8.5,Mathematics,3,4,5,8,5,Entry,No
Male,309,7.0,Computer Science,2,6,1,7,3,Mid,No
Male,278,8.5,Engineering,2,1,3,5,2,Entry,No
Female,464,9.5,Arts,0,6,1,7,4,Executive,Yes
Female,189,8.5,Engineering,3,2,3,8,5,Mid,No
Male,918,8.5,Computer Science,3,5,3,3,3,Executive,No
Male,178,9.5,Medicine,2,5,2,3,5,Mid,No
Female,528,9.5,Medicine,3,5,0,2,3,Entry,Yes
Male,924,9.5,Medicine,4,9,2,4,1,Senior,Yes
Female,988,8.5,Computer Science,1,1,0,4,1,Mid,No
Female,375,9.5,Medicine,1,8,2,4,2,Mid,Yes
Female,598,9.5,Mathematics,2,7,3,2,2,Entry,Yes
Female,760,8.5,Medicine,2,6,2,7,2,Entry,No
Female,454,8.5,Computer Science,3,8,4,10,2,Mid,Yes
Female,217,8.5,Arts,0,3,2,3,4,Entry,No
Female,42,9.5,Engineering,2,1,5,10,0,Senior,Yes
Female,194,7.0,Computer Science,2,3,5,1,2,Entry,No
Male,327,9.5,Computer Science,2,9,2,2,1,Mid,Yes
Male,373,9.5,Business,3,2,2,5,5,Senior,Yes
Male,465,9.5,Medicine,4,1,4,9,0,Entry,Yes
Male,163,7.0,Law,2,1,0,4,0,Entry,No
Female,276,8.5,Arts,4,7,2,6,4,Entry,Yes
Female,364,7.0,Law,3,4,0,3,3,Mid,No
Male,642,8.5,Business,0,5,5,9,5,Entry,No
Male,775,9.5,Arts,1,7,1,2,5,Executive,Yes
Other,480,7.0,Medicine,1,6,3,8,0,Mid,No
Male,689,8.5,Law,1,6,1,3,4,Mid,No
Male,979,7.0,Medicine,1,6,4,8,4,Senior,No
Female,460,8.5,Medicine,3,6,4,3,4,Entry,Yes
